ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
167,6,4,7,7,5,5,4,4,3,5,3,4,3,2,2,4,4,6,5,6,6,4,4,4,7,6,5,3,4,6,6,6,6,4,7,6,6,7,5,6
168,5,5,6,6,6,6,5,5,2,4,4,3,4,2,3,5,5,6,6,6,6,6,6,6,7,6,6,6,6,7,6,7,6,6,6,6,5,6,6,7
169,6,7,7,4,6,6,6,7,2,6,3,2,2,2,2,3,5,7,7,5,7,6,5,2,6,6,6,6,6,6,6,4,6,7,7,7,6,7,6,7
170,7,6,7,7,7,7,7,7,2,3,3,2,3,1,1,2,3,7,7,7,6,6,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
171,6,6,6,7,4,7,4,7,1,1,1,3,1,1,3,7,6,7,6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
172,5,3,5,6,4,4,4,3,4,4,2,4,4,5,2,5,3,6,5,2,4,5,4,4,5,6,6,5,5,5,5,5,5,4,5,4,4,5,5,5
173,7,4,7,7,7,7,5,2,1,5,3,2,2,1,2,6,7,6,7,7,6,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
174,6,5,7,6,6,6,3,2,1,3,2,1,2,1,1,1,6,5,7,6,7,4,5,6,7,7,6,7,6,7,5,7,6,6,6,7,3,7,7,7
175,5,4,5,4,5,4,4,5,2,3,3,3,3,2,1,5,4,5,5,3,6,4,4,6,5,5,6,5,5,5,5,5,6,4,6,6,5,6,5,5
176,6,5,5,3,6,6,3,5,1,5,2,1,2,1,2,6,6,6,5,5,3,6,6,3,6,6,6,5,6,6,6,5,7,6,6,7,5,6,6,6
177,5,5,6,5,6,5,4,4,3,5,3,4,4,3,3,5,6,7,6,7,6,6,6,6,7,6,6,7,6,6,6,7,6,7,7,7,6,6,6,6
178,6,5,6,6,3,3,4,4,2,4,4,4,4,3,4,5,6,6,5,5,6,4,5,5,6,4,5,5,4,5,6,4,6,6,5,6,6,5,5,6
179,4,3,3,5,5,4,3,5,2,3,2,2,2,2,2,5,5,6,4,5,6,5,4,4,6,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5
180,5,3,7,6,4,3,2,6,1,4,2,4,3,2,2,3,5,5,6,6,5,6,6,3,3,4,3,6,3,7,5,5,6,6,7,7,4,5,6,6
181,2,2,5,2,4,2,1,2,1,1,1,1,1,1,1,2,3,4,7,6,7,2,6,6,7,6,7,2,7,7,4,4,3,6,2,7,2,6,5,7
182,7,5,7,7,4,7,6,6,4,6,4,7,4,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
183,6,5,6,4,6,7,3,5,2,5,3,3,3,2,2,6,7,7,5,7,6,6,5,5,7,7,6,6,7,7,7,7,7,6,3,6,5,6,7,7
184,7,7,7,2,7,7,7,7,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,2,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7
185,5,4,3,2,6,5,4,4,2,3,2,3,2,3,3,4,4,5,3,5,2,5,3,4,6,6,6,2,2,3,4,5,5,5,4,6,4,5,5,5
186,5,6,7,5,6,5,5,5,5,3,7,4,6,5,5,6,7,6,6,5,5,6,6,6,6,6,6,3,5,6,7,6,4,6,7,7,6,6,6,6
187,7,7,7,5,7,1,7,6,2,5,2,2,3,1,2,3,6,6,7,7,6,7,7,7,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7
188,6,3,6,7,5,5,1,4,1,3,3,2,3,1,2,2,4,3,6,5,4,4,4,1,6,6,4,7,6,7,5,7,7,6,7,7,7,7,7,7
189,6,6,7,6,6,6,3,5,1,3,3,3,4,2,1,5,5,7,6,7,7,6,6,2,7,6,6,6,5,6,6,6,6,6,7,7,6,6,6,6
190,4,6,6,6,7,7,3,5,3,5,4,4,4,2,1,6,6,6,6,5,6,6,3,6,7,6,6,5,7,7,6,7,7,7,7,7,7,5,7,7
191,6,5,7,7,5,5,5,5,2,5,3,2,5,2,1,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6
192,6,4,7,4,7,7,4,7,1,6,4,4,5,2,4,7,2,6,5,7,3,7,7,3,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7
193,4,5,4,2,5,6,2,4,2,3,3,2,4,2,2,4,3,3,4,2,4,5,6,2,6,3,3,4,6,6,5,6,6,5,7,5,3,6,6,7
194,4,3,4,4,3,6,3,5,1,2,2,2,2,1,1,2,2,5,4,2,2,5,3,3,6,3,4,3,4,6,6,7,6,5,6,5,5,6,4,5
195,5,5,7,6,5,7,7,5,1,3,3,2,3,1,1,1,2,7,7,7,7,7,7,2,7,7,7,5,6,7,7,6,7,7,7,7,7,7,5,7
196,2,1,1,3,7,6,1,3,1,1,2,2,1,2,1,3,7,5,3,6,6,5,5,2,7,3,7,7,7,7,7,7,7,7,7,7,5,7,7,7
197,4,3,5,5,3,5,3,4,2,3,2,3,4,1,1,6,7,5,6,7,6,5,7,2,6,6,6,5,5,6,5,6,6,6,6,6,4,7,6,6
198,7,4,7,5,6,6,4,6,3,3,3,4,3,2,2,4,3,6,4,7,7,6,6,4,7,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7
